airport_code,city,state,metro_area,facility_name,longitude,latitude,air_service,cbsa_code,cbsa_type
BLF,Bluefield,WV,Bluefield WV-VA,Mercer County,-81.20769,37.2958,1,14140.0,2
BLI,Bellingham,WA,Bellingham WA,Bellingham Intl,-122.53753,48.79275,1,13380.0,1
BLV,Belleville (Mascoutah),IL,St. Louis MO-IL,Mid America Airport,-89.83518000000001,38.54518,1,41180.0,1
BMI,Bloomington/Normal,IL,Bloomington IL,Central Il Regional Airport,-88.91595,40.477990000000005,1,14010.0,1
BNA,Nashville,TN,Nashville-Davidson--Murfreesboro--Franklin TN,Nashville Intl,-86.67818,36.12448,1,34980.0,1
BOI,Boise,ID,Boise City ID,Boise Air Terminal/Gowen Fld,-116.22286000000001,43.56436,1,14260.0,1
BOS,Boston,MA,Boston-Cambridge-Newton MA-NH,General Edward Lawrence Logan Intl,-71.00519,42.36436,1,14460.0,1
BPT,Beaumont,TX,Beaumont-Port Arthur TX,Southeast Texas Regional,-94.02069,29.95083,1,13140.0,1
BQK,Brunswick,GA,Brunswick GA,Brunswick Golden Isles,-81.46631,31.25903,1,15260.0,1
BRD,Brainerd,MN,Brainerd MN,Brainerd Lakes Regional,-94.13723,46.397859999999994,1,14660.0,2
BRL,Burlington,IA,Burlington IA-IL,Southeast Iowa Regional,-91.12550999999999,40.783229999999996,1,15460.0,2
BRO,Brownsville,TX,Brownsville-Harlingen TX,Brownsville/South Padre Island Intl,-97.42586,25.90683,1,15180.0,1
BRW,Barrow,AK,,Wiley Post - Will Rogers Mem,-156.766,71.28545,1,,0
BSZ,Egegik,AK,,Bartletts Airport,-157.35238999999999,58.21621,1,,0
BTI,Barter Island LRRS,AK,,Barter Island LRRS,-143.57703999999998,70.1339,1,,0
BTM,Butte,MT,Butte-Silver Bow MT,Bert Mooney,-112.49746999999999,45.954809999999995,1,15580.0,2
BTR,Baton Rouge,LA,Baton Rouge LA,Baton Rouge Metropolitan,-91.14963,30.53316,1,12940.0,1
BTT,Bettles,AK,,Bettles,-151.52806,66.91529,1,,0
BTV,South Burlington,VT,Burlington-South Burlington VT,Burlington International,-73.15328000000001,44.47186,1,15540.0,1
BUF,Buffalo,NY,Buffalo-Cheektowaga-Niagara Falls NY,Buffalo/Niagara Intl,-78.73217,42.94052,1,15380.0,1
BUR,Burbank,CA,Los Angeles-Long Beach-Anaheim CA,Bob Hope Airport,-118.35866999999999,34.20067,1,31080.0,1
BWI,Baltimore,MD,Baltimore-Columbia-Towson MD,Baltimore-Washington International Thurgood Marshall,-76.66833000000001,39.17536,1,12580.0,1
BYA,Boundary,AK,,Boundary,-141.11338,64.0783,1,,0
BZN,Bozeman,MT,Bozeman MT,Gallatin Field,-111.15301000000001,45.7769,1,14580.0,2
CAE,Columbia (West Columbia),SC,Columbia SC,Columbia Metropolitan,-81.11954,33.93884,1,17900.0,1
CAK,Akron,OH,Akron OH,Akron-Canton Regional,-81.44247,40.916309999999996,1,10420.0,1
CDB,Cold Bay,AK,,Cold Bay,-162.72426000000002,55.2056,1,,0
CDC,Cedar City,UT,Cedar City UT,Cedar City Regional,-113.09885,37.70097,1,16260.0,2
CDR,Chadron,NE,,Chadron Municipal,-103.09541999999999,42.837559999999996,1,,0
CDV,Cordova,AK,,Merle K (Mudhole) Smith,-145.47765,60.49183000000001,1,,0
CEC,Crescent City,CA,Crescent City CA,Jack McNamara Field,-124.23653,41.780159999999995,1,18860.0,2
CEM,Central,AK,,Central,-144.78329,65.57381,1,,0
CEZ,Cortez,CO,,Cortez Muni,-108.62806,37.30303,1,,0
CFA,Coffee Point,AK,,Coffee Point Airport,-157.5,58.23056,1,,0
CGA,Craig,AK,,Craig,-133.1478,55.47883,1,,0
CGI,Cape Girardeau,MO,Sikeston MO,Cape Girardeau Regl,-89.57075,37.22532,1,43460.0,2
CHA,Chattanooga,TN,Chattanooga TN-GA,Chattanooga Metropolitan,-85.20379,35.035270000000004,1,16860.0,1
CHO,Charlottesville,VA,Charlottesville VA,Charlottesville-Albermarle,-78.45286,38.13864,1,16820.0,1
CHS,Charleston,SC,Charleston-North Charleston SC,Charleston AFB/Intl,-80.04053,32.89864,1,16700.0,1
CHU,Chuathbaluk,AK,,Chuathbaluk,-159.23583,61.58416,1,,0
CID,Cedar Rapids,IA,Cedar Rapids IA,Eastern Iowa,-91.71087,41.88459,1,16300.0,1
CIK,Chalkyitsik,AK,,Chalkyitsik,-143.73993000000002,66.64502,1,,0
CIU,Sault Ste Marie (Kincheloe),MI,Sault Ste. Marie MI,Chippewa County Intl,-84.47239,46.25075,1,42300.0,2
CKB,Clarksburg (Bridgeport),WV,Clarksburg WV,Harrison/Marion Regional,-80.22808,39.296640000000004,1,17220.0,2
CKD,Crooked Creek,AK,,Crooked Creek,-158.13492,61.86786,1,,0
CKX,Chicken,AK,,Chicken,-141.95228,64.07134,1,,0
CLD,Carlsbad,CA,San Diego-Carlsbad CA,Mc Clellan-Palomar,-117.28008,33.12825,1,41740.0,1
CLE,Cleveland,OH,Cleveland-Elyria OH,Cleveland Hopkins Intl,-81.84979,41.41169,1,17460.0,1
CLL,College Station,TX,College Station-Bryan TX,Easterwood Field,-96.36381999999999,30.588590000000003,1,17780.0,1
CLM,Port Angeles,WA,Port Angeles WA,William R Fairchild Intl,-123.49968999999999,48.12019,1,38820.0,2
CLP,Clarks Point,AK,,Clarks Point,-158.54523,58.8423,1,,0
CLT,Charlotte,NC,Charlotte-Concord-Gastonia NC-SC,Charlotte Douglas Intl,-80.94313000000001,35.214009999999995,1,16740.0,1
CMH,Columbus,OH,Columbus OH,Port Columbus Intl,-82.89188,39.99799,1,18140.0,1
CMI,Chapaign/Urbana (Savoy),IL,Champaign-Urbana IL,University Of Illinois Willard,-88.27806,40.03925,1,16580.0,1
CMX,Hancock (Calumet),MI,Houghton MI,Houghton County Memorial,-88.48906,47.168420000000005,1,26340.0,2
CNM,Carlsbad,NM,Carlsbad-Artesia NM,Cavern City Air Terminal,-104.26328000000001,32.33747,1,16100.0,2
CNY,Moab,UT,,Canyonlands Field,-109.75483999999999,38.75496,1,,0
COD,Cody,WY,,Yellowstone Regional,-109.02381000000001,44.52019,1,,0
COS,Colorado Springs,CO,Colorado Springs CO,City Of Colorado Springs Muni,-104.70025,38.80581,1,17820.0,1
COU,Columbia,MO,Columbia MO,Columbia Regional,-92.21963000000001,38.818090000000005,1,17860.0,1
CPR,Casper,WY,Casper WY,Natrona County Intl,-106.4644,42.90797,1,16220.0,1
CRP,Corpus Christi,TX,Corpus Christi TX,Corpus Christi Intl,-97.50121999999999,27.770359999999997,1,18580.0,1
CRW,Charleston,WV,Charleston WV,Yeager,-81.59319,38.37315,1,16620.0,1
CSG,Columbus,GA,Columbus GA-AL,Columbus Metropolitan,-84.93885999999999,32.516329999999996,1,17980.0,1
CVG,Covington/Cincinnati (Hebron),KY,Cincinnati OH-KY-IN,Cincinnati/Northern Kentucky Intl,-84.66216999999999,39.04614,1,17140.0,1
CVN,Clovis (Texico),NM,Clovis NM,Clovis Muni,-103.07928000000001,34.42514,1,17580.0,2
CWA,Mosinee,WI,Wausau WI,Central Wisconsin,-89.66678,44.77762,1,48140.0,1
CYF,Chefornak,AK,,Chefornak,-164.28563,60.14923,1,,0
CYS,Cheyenne,WY,Cheyenne WY,Cheyenne Regional-Jerry Olson Field,-104.81184,41.15572,1,16940.0,1
CZN,Chisana,AK,,Chisana,-142.04837,62.07119,1,,0
CZP,Cape Pole,AK,,Cape Pole,-133.79672,55.96629,1,,0
DAB,Daytona Beach,FL,Deltona-Daytona Beach-Ormond Beach FL,Daytona Beach Intl,-81.05806,29.179920000000003,1,19660.0,1
DAL,Dallas,TX,Dallas-Fort Worth-Arlington TX,Dallas Love Field,-96.85177,32.84711,1,19100.0,1
DAY,Dayton,OH,Dayton OH,James M Cox Dayton Intl,-84.21938,39.90238,1,19380.0,1
DBQ,Dubuque,IA,Dubuque IA,Dubuque Regional,-90.70949,42.401990000000005,1,20220.0,1
DCA,Arlington,VA,Washington-Arlington-Alexandria DC-VA-MD-WV,Ronald Reagan Washington National Airport,-77.03772,38.85208,1,47900.0,1
DDC,Dodge City,KS,Dodge City KS,Dodge City Regional,-99.96561,37.76345,1,19980.0,2
DEC,Decatur,IL,Decatur IL,Decatur,-88.86569,39.834559999999996,1,19500.0,1
DEN,Denver,CO,Denver-Aurora-Lakewood CO,Denver International,-104.667,39.85841,1,19740.0,1
DFW,Dallas-Fort Worth,TX,Dallas-Fort Worth-Arlington TX,Dallas/Fort Worth Intl,-97.03756,32.8964,1,19100.0,1
DHN,Dothan,AL,Ozark AL,Dothan Regional,-85.44963,31.321340000000003,1,37120.0,2
DIK,Dickinson,ND,Dickinson ND,Dickinson Theodore Roosevelt Regl,-102.80195,46.79739,1,19860.0,2
DIO,Diomede Island,AK,,Diomede Heliport,-168.95306000000002,65.75861,1,,0
DJN,Delta Junction,AK,,Delta Junction,-145.71733,64.05044000000001,1,,0
DLG,Dillingham,AK,,Dillingham,-158.50333999999998,59.04541,1,,0
DLH,Duluth,MN,Duluth MN-WI,Duluth International,-92.19365,46.84209,1,20260.0,1
DRG,Deering,AK,,Deering /New/,-162.76637,66.06956,1,,0
DRO,Durango,CO,Durango CO,Durango-La Plata County,-107.75376999999999,37.15152,1,20420.0,2
DRT,Del Rio,TX,Del Rio TX,Del Rio Intl,-100.92585,29.37283,1,19620.0,2
DSM,Des Moines,IA,Des Moines-West Des Moines IA,Des Moines Intl,-93.6626,41.53414,1,19780.0,1
DTW,Detroit(Romulus),MI,Detroit-Warren-Dearborn MI,Detroit Metropolitan,-83.35339,42.21243,1,19820.0,1
DUJ,Du Bois (Reynoldsville),PA,,Du Bois-Jefferson County,-78.8987,41.17827,1,,0
DUT,Unalaska,AK,,Unalaska/Dutch Harbor,-166.5435,53.90014,1,,0
DVL,Devils Lake,ND,,Devils Lake Municipal,-98.90878000000001,48.11425,1,,0
EAA,Eagle,AK,,Eagle Airport,-141.15091999999999,64.77639,1,,0
EAR,Kearney,NE,Kearney NE,Kearney Muni,-99.00678,40.72703,1,28260.0,2
EAT,Wenatchee,WA,Wenatchee WA,Pangborn Memorial,-120.20683000000001,47.39886,1,48300.0,1
EAU,Eau Claire,WI,Eau Claire WI,Chippewa Valley Regional,-91.48507,44.86526,1,20740.0,1
EDA,Edna Bay,AK,,Edna Bay Airport,-133.66666999999998,55.95,1,,0
EEK,Eek,AK,,Eek,-162.00561000000002,60.2159,1,,0
EGE,Eagle (Gypsum),CO,Edwards CO,Eagle County Regional,-106.9177,39.64257,1,20780.0,2
EGX,Egegik,AK,,Egegik Airport,-157.37551000000002,58.18558,1,,0
EHM,Cape Newenham,AK,,Cape Newenham LRRS,-162.06278,58.64643,1,,0
EKO,Elko,NV,Elko NV,Elko Regional,-115.7917,40.82493,1,21220.0,2
ELD,El Dorado,AR,El Dorado AR,South Arkansas Regional At Goodwin Field,-92.81325,33.220859999999995,1,20980.0,2
ELI,Elim,AK,,Elim,-162.27164,64.61469,1,,0
ELM,Elmira/Corning (Horseheads),NY,Elmira NY,Elmira/Corning Regl,-76.89144,42.159909999999996,1,21300.0,1
ELP,El Paso,TX,El Paso TX,El Paso Intl,-106.37781000000001,31.80667,1,21340.0,1
ELV,Elfin Cove,AK,,Elfin Cove,-136.34739,58.19518000000001,1,,0
ELY,Ely,NV,,Ely Airport-Yelland Field,-114.84188999999999,39.299690000000005,1,,0
EMK,Emmonak,AK,,Emmonack,-164.49105,62.78519,1,,0
ENA,Kenai,AK,,Kenai Municipal,-151.245,60.57311,1,,0
ERI,Erie,PA,Erie PA,Erie International/Tom Ridge Field,-80.17622,42.08202,1,21500.0,1
ESC,ESCANABA,MI,Escanaba MI,Delta County,-87.09373000000001,45.72267,1,21540.0,2
ESD,Eastsound,WA,,Orcas Island,-122.91046000000001,48.70816,1,,0
EUG,Eugene,OR,Eugene OR,Mahlon Sweet Field,-123.21869,44.123259999999995,1,21660.0,1
EVV,Evansville,IN,Evansville IN-KY,Evansville Regional,-87.53063,38.03799,1,21780.0,1
EWB,New Bedford,MA,Providence-Warwick RI-MA,New Bedford Regional,-70.95694,41.676140000000004,1,39300.0,1
EWN,New Bern,NC,New Bern NC,Craven Regional,-77.04294,35.07297,1,35100.0,1
EWR,Newark,NJ,New York-Newark-Jersey City NY-NJ-PA,Newark Liberty International Airport,-74.19625,40.696740000000005,1,35620.0,1
EXI,Excursion Inlet,AK,,Excursion Inlet,-135.44903,58.4205,1,,0
EYW,Key West,FL,Key West FL,Key West Intl,-81.75956,24.55611,1,28580.0,2
FAI,Fairbanks,AK,Fairbanks AK,Fairbanks International,-147.85627,64.81511,1,21820.0,1
FAR,Fargo,ND,Fargo ND-MN,Hector Intl,-96.8158,46.92009,1,22020.0,1
FAT,Fresno,CA,Fresno CA,Fresno Yosemite International,-119.71813999999999,36.77619,1,23420.0,1
FAY,Fayetteville,NC,Fayetteville NC,Fayetteville Regional,-78.88027,34.99122,1,22180.0,1
FCA,Kalispell,MT,Kalispell MT,Glacier Park Intl,-114.25508,48.31142,1,28060.0,2
FKL,Frankliln,PA,Oil City PA,Venango Regional,-79.86036,41.37787,1,36340.0,2
FLG,Flagstaff,AZ,Flagstaff AZ,Flagstaff Pulliam,-111.67121999999999,35.13845,1,22380.0,1
FLL,Fort Lauderdale,FL,Miami-Fort Lauderdale-West Palm Beach FL,Fort Lauderdale/Hollywood Intl,-80.15275,26.07258,1,33100.0,1
FLO,Florence,SC,Florence SC,Florence Regional,-79.72389,34.185359999999996,1,22500.0,1
FMN,Farmingon,NM,Farmington NM,Four Corners Regional,-108.22993999999998,36.74125,1,22140.0,1
FNL,Loveland,CO,Fort Collins CO,Fort Collins-Loveland Muni,-105.01133999999999,40.45183,1,22660.0,1
FNT,FLINT,MI,Flint MI,Bishop International,-83.74346,42.9655,1,22420.0,1
FOD,Fort Dodge,IA,Fort Dodge IA,Fort Dodge Regional,-94.19255,42.55146,1,22700.0,2
FOE,Topeka,KS,Topeka KS,Forbes Field Airport,-95.66360999999999,38.95094,1,45820.0,1
FRD,Friday Harbor,WA,,Friday Harbor,-123.02436000000002,48.52197,1,,0
FSD,Sioux Falls,SD,Sioux Falls SD,Sioux Falls Regional,-96.7417,43.58135,1,43620.0,1
FSM,Fort Smith,AR,Fort Smith AR-OK,Fort Smith Regional,-94.36744,35.33658,1,22900.0,1
FWA,Fort Wayne,IN,Fort Wayne IN,Fort Wayne Intl,-85.19514000000001,40.97847,1,23060.0,1
FYU,Fort Yukon,AK,,Fort Yukon,-145.25042,66.57149,1,,0
GAL,Galena,AK,,Edward G Pitka Sr,-156.93742,64.73618,1,,0
GAM,Gambell,AK,,Gambell,-171.73282,63.766769999999994,1,,0
GBD,Great Bend,KS,Great Bend KS,Great Bend Muni,-98.85916999999999,38.34442,1,24460.0,2
GCC,Gillette,WY,Gillette WY,Gillette-Campbell County,-105.53936000000002,44.34892,1,23940.0,2
GCK,Garden City,KS,Garden City KS,Garden City Regional,-100.72440999999999,37.92752,1,23780.0,2
GCN,Grand Canyon,AZ,Flagstaff AZ,Grand Canyon National Park,-112.14696,35.95235,1,22380.0,1
GDV,Glendive,MT,,Dawson Community,-104.8072,47.13872,1,,0
GEG,Spokane,WA,Spokane-Spokane Valley WA,Spokane Intl,-117.53383999999998,47.619859999999996,1,44060.0,1
GFK,Grand Forks,ND,Grand Forks ND-MN,Grand Forks Intl,-97.17611,47.949259999999995,1,24220.0,1
GGG,Longview,TX,Longview TX,East Texas Regional,-94.71149,32.384009999999996,1,30980.0,1
GGW,Glasgow,MT,,Wokal Field/Glasgow Intlwokal Field/Glasgow Intl,-106.61482,48.21246,1,,0
GJT,Grand Junction,CO,Grand Junction CO,Walker Field,-108.52673,39.122409999999995,1,24300.0,1
GLH,Greenville,MS,Greenville MS,Mid Delta Regonal,-90.98561,33.48288,1,24740.0,2
GLV,Golovin,AK,,New Golovin,-163.00717,64.55046,1,,0
GNU,Goodnews,AK,,Goodnews,-161.57744,59.117419999999996,1,,0
GNV,Gainesville,FL,Gainesville FL,Gainesville Regional,-82.27178,29.69006,1,23540.0,1
GPT,Gulfport,MS,Gulfport-Biloxi-Pascagoula MS,Gulfport-Biloxi Intl,-89.07011,30.40728,1,25060.0,1
GRB,Green Bay,WI,Green Bay WI,Austin Straubel International,-88.12959000000001,44.48507,1,24580.0,1
GRI,Grand Island,NE,Grand Island NE,Central Nebraska Regl,-98.30964,40.96754,1,24260.0,1
GRK,Fort Hood/Killeen,TX,Killeen-Temple TX,Killeen Fort Hood Regional,-97.82893,31.06724,1,28660.0,1
GRR,Grand Rapids,MI,Grand Rapids-Wyoming MI,Gerald R Ford Intl,-85.52280999999999,42.880829999999996,1,24340.0,1
GSO,Greensboro,NC,Greensboro-High Point NC,Piedmont Triad Intl,-79.9373,36.09775,1,24660.0,1
GSP,Greer,SC,Spartanburg SC,Greenville-Spartanburg Intl,-82.21885999999999,34.89567,1,43900.0,1
GST,Gustavus,AK,,Gustavus,-135.70741,58.42527,1,,0
GTF,Great Falls,MT,Great Falls MT,Great Falls Intl,-111.37069,47.482,1,24500.0,1
GTR,Columbus,MS,Columbus MS,Golden Triangle Regional,-88.59137,33.45033,1,18060.0,2
GUC,Gunnison,CO,,Gunnison Crested Butte Regional,-106.93303,38.53394,1,,0
GYY,Gary,IN,Chicago-Naperville-Elgin IL-IN-WI,Gary Chicago Intl,-87.41279,41.61627,1,16980.0,1
HAE,Hannibal,MO,Hannibal MO,Hannibal Municpal,-91.44368,39.72449,1,25300.0,2
HCR,Holy Cross,AK,,Holy Cross,-159.77495,62.1883,1,,0
HDN,Hayden,CO,Steamboat Springs CO,Yampa Valley,-107.21766000000001,40.48118,1,44460.0,2
HGR,Hagerstown,MD,Hagerstown-Martinsburg MD-WV,Hagerstown Regional,-77.7295,39.70794,1,25180.0,1
HHH,Hilton Head Island,SC,Hilton Head Island-Bluffton-Beaufort SC,Hilton Head,-80.69747,32.22436,1,25940.0,1
HIB,Hibbing,MN,Duluth MN-WI,Chisholm-Hibbing Airport,-92.83899,47.3866,1,20260.0,1
HII,Lake Havasu City,AZ,Lake Havasu City-Kingman AZ,Lake Havasu City,-114.35828000000001,34.57112,1,29420.0,1
HKB,Healy,AK,,Healy River,-148.96898000000002,63.866209999999995,1,,0
HLN,Helena,MT,Helena MT,Helena Regional,-111.98275,46.606809999999996,1,25740.0,2
HNH,Hoonah,AK,,Hoonah,-135.4097,58.096090000000004,1,,0
HNL,Honolulu,HI,Urban Honolulu HI,Honolulu International,-157.92241,21.31869,1,46520.0,1
HNM,Hana,HI,Kahului-Wailuku-Lahaina HI,Hana,-156.01443999999998,20.79564,1,27980.0,1
HNS,Haines,AK,,Haines,-135.52354,59.24383,1,,0
HOB,Hobbs,NM,Hobbs NM,Lea County Regional,-103.21703000000001,32.687529999999995,1,26020.0,2
HOM,Homer,AK,,Homer,-151.47658,59.645559999999996,1,,0
HON,Huron,SD,Huron SD,Huron Regional,-98.22854,44.3852,1,26700.0,2
HOT,Hot Springs,AR,Hot Springs AR,Memorial Field,-93.09621,34.47803,1,26300.0,1
HOU,Houston,TX,Houston-The Woodlands-Sugar Land TX,William P Hobby,-95.27889,29.64542,1,26420.0,1
HPB,Hooper Bay,AK,,Hooper Bay,-166.14678,61.52418,1,,0
HPN,White Plains,NY,New York-Newark-Jersey City NY-NJ-PA,Westchester County,-73.70756999999999,41.066959999999995,1,35620.0,1
HRL,Harlingen,TX,Brownsville-Harlingen TX,Valley Intl,-97.65439,26.2285,1,15180.0,1
HRO,Harrison,AR,Harrison AR,Boone County,-93.15473,36.261520000000004,1,25460.0,2
HSL,Huslia,AK,,Huslia,-156.3875,65.70056,1,,0
HSV,Huntsville,AL,Huntsville AL,Huntsville Intl,-86.77311,34.64045,1,26620.0,1
HTS,Huntington,WV,Huntington-Ashland WV-KY-OH,Tri-State/Milton J Ferguson Field,-82.55803,38.36667,1,26580.0,1
HUS,Hughes,AK,,Hughes,-154.26318999999998,66.04111999999999,1,,0
HVN,New Haven,CT,New Haven-Milford CT,Tweed New Haven Regional,-72.8871,41.2639,1,35300.0,1
HVR,Havre,MT,,Havre City-County,-109.76234,48.54299,1,,0
HYA,Hyannis,MA,Barnstable Town MA,Barnstable Muni-Boardman/Polando Field,-70.28036,41.669340000000005,1,12700.0,1
HYG,Hydaburg,AK,,Hydaburg,-132.82831000000002,55.20632,1,,0
HYL,Hollis,AK,,Hollis Seaplane Base,-132.64609,55.481590000000004,1,,0
HYS,Hays,KS,Hays KS,Hays Regional,-99.27403000000001,38.84494,1,25700.0,2
IAD,Dulles,VA,Washington-Arlington-Alexandria DC-VA-MD-WV,Washington Dulles Intl,-77.45581,38.94453,1,47900.0,1
IAH,Houston,TX,Houston-The Woodlands-Sugar Land TX,George Bush Intercontinental,-95.33972,29.98047,1,26420.0,1
IAN,Kiana,AK,,Kiana,-160.43586000000002,66.97938,1,,0
ICT,Wichita,KS,Wichita KS,Wichita Mid-Continent,-97.43306,37.64994,1,48620.0,1
IDA,Idaho Falls,ID,Idaho Falls ID,Idaho Falls Regional,-112.07016999999999,43.514559999999996,1,26820.0,1
IFP,Bullhead City,AZ,Lake Havasu City-Kingman AZ,Laughlin/Bullhead International,-114.55953000000001,35.15739,1,29420.0,1
IGG,Igiugig,AK,,Igiugig,-155.90177,59.324040000000004,1,,0
IGM,Kingman,AZ,Lake Havasu City-Kingman AZ,Kingman,-113.93806000000001,35.25947,1,29420.0,1
IKO,Nikolski,AK,,Nikolski AS,-168.85,52.941669999999995,1,,0
ILI,Iliamna,AK,,Iliamna,-154.91096000000002,59.7538,1,,0
ILM,Wilmington,NC,Wilmington NC,Wilmington Intl,-77.90256,34.27061,1,48900.0,1
IMT,Iron Mountain,MI,Iron Mountain MI-WI,Ford,-88.11454,45.81835,1,27020.0,2
IND,Indianapolis,IN,Indianapolis-Carmel-Anderson IN,Indianapolis Intl,-86.29438,39.71733,1,26900.0,1
INL,International Falls,MN,,Falls International,-93.40307,48.56619,1,,0
IPL,Imperial,CA,El Centro CA,Imperial County,-115.57875,32.83422,1,20940.0,1
IPT,Williamsport (Montoursville),PA,Williamsport PA,Williamsport Regl,-76.9211,41.24184,1,48700.0,1
IRC,Circle,AK,,Circle City /New/,-144.07581000000002,65.83049,1,,0
IRK,Kirksville,MO,Kirksville MO,Kirksville Regional,-92.54496999999999,40.09364,1,28860.0,2
ISN,Williston,ND,Williston ND,Sloulin Field Intl,-103.64235,48.17794,1,48780.0,2
ISO,Kinston,NC,Kinston NC,Kinston Regional Jetport,-77.60883000000001,35.33144,1,28820.0,2
ISP,Islip (Ronkonkoma),NY,New York-Newark-Jersey City NY-NJ-PA,Long Island Mac Arthur,-73.10021,40.79524,1,35620.0,1
ITH,Ithaca,NY,Ithaca NY,Ithaca Tompkins Regl,-76.45844,42.49103,1,27060.0,1
ITO,Hilo,HI,Hilo HI,Hilo International,-155.04847,19.72026,1,25900.0,2
IWD,Ironwood,MI,,Gogebic-Iron County,-90.1314,46.52747,1,,0
IYK,Inyokern,CA,Bakersfield CA,Inyokern,-117.82951000000001,35.658840000000005,1,12540.0,1
JAC,Jackson,WY,Jackson WY-ID,Jackson Hole,-110.73775,43.60733,1,27220.0,2
JAN,Jackson,MS,Jackson MS,Jackson-Evers Intl,-90.07589,32.311170000000004,1,27140.0,1
JAX,Jacksonville,FL,Jacksonville FL,Jacksonville Intl,-81.68786,30.494059999999998,1,27260.0,1
JBR,Jonesboro,AR,Jonesboro AR,Jonesboro Municipal,-90.64617,35.83186,1,27860.0,1
JFK,New York (Jamaica),NY,New York-Newark-Jersey City NY-NJ-PA,John F Kennedy Intl,-73.77893,40.63975,1,35620.0,1
JHM,Lahaina,HI,Kahului-Wailuku-Lahaina HI,Kapalua,-156.67303,20.96294,1,27980.0,1
JHW,Jamestown,NY,Jamestown-Dunkirk-Fredonia NY,Chautauqua County/Jamestown,-79.25803,42.15339,1,27460.0,2
JLN,Joplin,MO,Joplin MO,Joplin Regional,-94.49826999999999,37.15181,1,27900.0,1
JMS,Jamestown,ND,Jamestown ND,Jamestown Regional,-98.6782,46.92972,1,27420.0,2
JNU,Juneau,AK,Juneau AK,Juneau International,-134.57628,58.35496,1,27940.0,2
JST,Johnstown,PA,Johnstown PA,John Murtha Johnstown-Cambria County,-78.83394,40.316109999999995,1,27780.0,1
KAE,Kake,AK,,Kake,-133.94561000000002,56.973,1,,0
KAL,Kaltag,AK,,Kaltag Airport,-158.74415,64.32571999999999,1,,0
KBC,Birch Creek,AK,,Birch Creek,-145.82404,66.274,1,,0
KCC,Coffman Cove,AK,,Coffman Cove,-132.84197,56.003240000000005,1,,0
KCG,Fisheries,AK,,Chignik Fisheries Airport,-158.59093000000001,56.31783000000001,1,,0
KCL,Chignik Flats,AK,,Chignik Lagoon,-158.53593,56.31116,1,,0
KCQ,Chignik,AK,,Chignik,-158.37323999999998,56.31146,1,,0
KDK,Kodiak,AK,,Kodiak,-152.49386,57.74997,1,,0
KEB,English Bay,AK,,English Bay,-151.92516,59.35215,1,,0
KEK,Ekwok,AK,,Ekwok,-157.47441,59.35399,1,,0
KFP,False Pass,AK,,False Pass,-163.41031999999998,54.84745,1,,0
KGK,Koliganek,AK,,Koliganek,-157.25947,59.72664,1,,0
KGX,Grayling,AK,,Grayling,-160.0649,62.89456,1,,0
KKA,Koyuk,AK,,Koyuk,-161.15815,64.93404,1,,0
KKB,Kitoi Bay,AK,,Kitoi Bay SPB,-152.37049,58.19095,1,,0
KKH,Kongiganak,AK,,Kongiganak,-162.88125,59.960809999999995,1,,0
KKI,Akiachak,AK,,Akiachak,-161.43508,60.90786,1,,0
KKU,Ekuk,AK,,Ekuk,-158.55884,58.81119,1,,0
KLG,Kalskag,AK,,Kalskag,-160.34133,61.536269999999995,1,,0
KLL,Levelock,AK,,Levelock,-156.86522,59.118159999999996,1,,0
KLW,Klawock,AK,,Klawock,-133.10169,55.55466,1,,0
KMO,Manokotak,AK,,Manokotak Airport,-159.04992,58.9902,1,,0
KMY,Moser Bay,AK,,Moser Bay SPB,-154.14592,57.02559,1,,0
KNK,Kokhanok,AK,,Kokhanok,-154.80373,59.43315,1,,0
KNW,New Stuyahok,AK,,New Stuyahok,-157.32832,59.44988000000001,1,,0
KOA,Kailua-Kona,HI,Hilo HI,Kona Intl At Keahole,-156.04563000000002,19.738770000000002,1,25900.0,2
KOT,Kotlik,AK,,Kotlik/New,-163.53264,63.03058000000001,1,,0
KOY,Olga Bay,AK,,Olga Bay SPB,-154.22978999999998,57.16145,1,,0
KOZ,Ouzinkie,AK,,Ouzinkie,-152.50051000000002,57.922880000000006,1,,0
KPB,Point Baker,AK,,Point Baker,-133.62259,56.351859999999995,1,,0
KPC,Port Clarence,AK,,Port Clarence CGS,-166.85852,65.25366,1,,0
KPN,Kipnuk,AK,,Kipnuk,-164.03051000000002,59.93295,1,,0
KPR,Port Williams,AK,,Port Williams SPB,-152.58217,58.490140000000004,1,,0
KPV,Perryville,AK,,Perryville,-159.15556,55.900830000000006,1,,0
KPY,Port Bailey,AK,,Port Bailey SPB,-153.04056,57.93011,1,,0
KQA,Akutan,AK,,Akutan Harbor,-165.78531,54.13247,1,,0
KSM,St Marys,AK,,St Marys,-163.30211,62.06049,1,,0
KTB,Thorne Bay,AK,,Thorne Bay,-132.53668000000002,55.68796,1,,0
KTN,Ketchikan,AK,Ketchikan AK,Ketchikan International,-131.71375,55.35556,1,28540.0,2
KUK,Kasigluk,AK,,Kasigluk,-162.52481,60.87201999999999,1,,0
KVC,King Cove,AK,,King Cove,-162.26623,55.11635,1,,0
KVL,Kivalina,AK,,Kivalina,-164.5635,67.73615,1,,0
KWF,Waterfall,AK,,Waterfall,-133.24334,55.296319999999994,1,,0
