airport_code,city,state,metro_area,facility_name,longitude,latitude,air_service,cbsa_code,cbsa_type
KWK,Kwigillingok,AK,,Kwigillingok,-163.14033999999998,59.83673,1,,0
KWN,Quinhagak,AK,,Quinhagak Airport,-161.87948,59.75701,1,,0
KWP,West Point,AK,,West Point Village SPB,-153.54895,57.770109999999995,1,,0
KWT,Kwethluk,AK,,Kwethluk,-161.44535,60.80425,1,,0
KXA,Kasaan,AK,,Kasaan,-132.39751,55.537409999999994,1,,0
KYK,Karluk,AK,,Karluk Airport,-154.45037,57.56706,1,,0
KYU,Koyuk,AK,,Koyukuk,-157.72728,64.87608,1,,0
KZB,Zachar Bay,AK,,Zachar Bay SPB,-153.74534,57.55406,1,,0
LAN,Lansing,MI,Lansing-East Lansing MI,Capital City,-84.58736,42.7787,1,29620.0,1
LAR,Laramie,WY,Laramie WY,Laramie Regional,-105.675,41.312059999999995,1,29660.0,2
LAS,Las Vegas,NV,Las Vegas-Henderson-Paradise NV,Mc Carran Intl,-115.15233,36.08036,1,29820.0,1
LAW,Lawton,OK,Lawton OK,Lawton-Fort Sill Regional,-98.41664,34.56771,1,30020.0,1
LAX,Los Angeles,CA,Los Angeles-Long Beach-Anaheim CA,Los Angeles Intl,-118.40807,33.94254,1,31080.0,1
LBB,Lubbock,TX,Lubbock TX,Lubbock Preston Smith Intl,-101.82278000000001,33.66364,1,31180.0,1
LBE,Latrobe,PA,Pittsburgh PA,Arnold Palmer Regional,-79.4048,40.275940000000006,1,38300.0,1
LBF,North Platte,NE,North Platte NE,North Platte Regl Lee Bird Field,-100.68365,41.12621,1,35820.0,2
LBL,Liberal,KS,Liberal KS,Liberal Mid-America Regl,-100.95985999999999,37.04421,1,30580.0,2
LCH,Lake Charles,LA,Lake Charles LA,Lake Charles Regional,-93.2234,30.1261,1,29340.0,1
LEB,Lebanon,NH,Claremont-Lebanon NH-VT,Lebanon Municipal,-72.30419,43.62611,1,17200.0,2
LEX,Lexington,KY,Lexington-Fayette KY,Blue Grass,-84.60539,38.036970000000004,1,30460.0,1
LFT,Lafayette,LA,Lafayette LA,Lafayette Regional Airport,-91.98765999999999,30.20528,1,29180.0,1
LGA,New York (Flushing),NY,New York-Newark-Jersey City NY-NJ-PA,La Guardia,-73.87261,40.77724,1,35620.0,1
LGB,Long Beach,CA,Los Angeles-Long Beach-Anaheim CA,Long Beach/Daugherty Field,-118.15161,33.81772,1,31080.0,1
LIH,Lihue,HI,Kapaa HI,Lihgue,-159.33896000000001,21.97598,1,28180.0,2
LIT,Little Rock,AR,Little Rock-North Little Rock-Conway AR,Little Rock National,-92.22431,34.729440000000004,1,30780.0,1
LKE,Seattle,WA,Seattle-Tacoma-Bellevue WA,Lake Union SPB,-122.3229,47.65232,1,42660.0,1
LMA,Minchumina,AK,,Minchumina,-152.30068,63.88057,1,,0
LMT,Klamath Falls,OR,Klamath Falls OR,Klamath Falls International,-121.73321000000001,42.15614,1,28900.0,2
LNK,Lincoln,NE,Lincoln NE,Lincoln Muni,-96.75925,40.850970000000004,1,30700.0,1
LNS,Lancaster (Lititz),PA,Lancaster PA,Lancaster,-76.2961,40.12172,1,29540.0,1
LNY,Lanai City,HI,Kahului-Wailuku-Lahaina HI,Lanai City,-156.95141999999998,20.785610000000002,1,27980.0,1
LPS,Lopez Island,WA,,Lopez Island,-122.93683999999999,48.4826,1,,0
LRD,Laredo,TX,Laredo TX,Laredo Intl,-99.46154,27.543740000000003,1,29700.0,1
LUP,Kalaupapa,HI,Kahului-Wailuku-Lahaina HI,Kalaupapa,-156.9736,21.21104,1,27980.0,1
LUR,Cape Lisburne,AK,,Cape Lisburne LRRS,-166.11002,68.87513,1,,0
LVD,Lime Village,AK,,Lime Village,-155.44048,61.35915,1,,0
LWB,Lewisburg,WV,,Greenbrier Valley,-80.39947,37.858309999999996,1,,0
LWS,Lewiston,ID,Lewiston ID-WA,Lewiston-Nez Perce County,-117.01539,46.3745,1,30300.0,1
LWT,Lewistown,MT,,Lewistown Municipal,-109.46668999999999,47.04925,1,,0
LYH,Lynchburg,VA,Lynchburg VA,Lynchburg Regl/Preston Glenn Fld,-79.20043000000001,37.32669,1,31340.0,1
MAF,Midland,TX,Midland TX,Midland International,-102.20191,31.942529999999998,1,33260.0,1
MBL,Manistee,MI,,Manistee Co-Blacker,-86.24691999999999,44.272420000000004,1,,0
MBS,Saginaw (Freeland),MI,Saginaw MI,Mbs Intl,-84.07965,43.53291,1,40980.0,1
MCE,Merced,CA,Merced CA,Merced Municipal/Macready Field,-120.51388999999999,37.284729999999996,1,32900.0,1
MCG,Mc Grath,AK,,Mc Grath,-155.60576,62.95287,1,,0
MCI,Kansas City,MO,Kansas City MO-KS,Kansas City Intl,-94.71391,39.29761,1,28140.0,1
MCK,Mc Cook,NE,,Mc Cook Regl,-100.59208000000001,40.20628,1,,0
MCN,Macon,GA,Macon GA,Middle Georgia Regional,-83.64921,32.69285,1,31420.0,1
MCO,Orlando,FL,Orlando-Kissimmee-Sanford FL,Orlando Intl,-81.31603,28.428890000000003,1,36740.0,1
MCW,Mason City,IA,Mason City IA,Mason City Municipal,-93.33126,43.157790000000006,1,32380.0,2
MDT,Harrisburg (Middletown),PA,Harrisburg-Carlisle PA,Harrisburg International,-76.7634,40.1935,1,25420.0,1
MDW,Chicago,IL,Chicago-Naperville-Elgin IL-IN-WI,Chicago Midway Intl,-87.75242,41.78598,1,16980.0,1
MEI,Meridian,MS,Meridian MS,Key Field/Meridian Regl,-88.75186,32.332640000000005,1,32940.0,2
MEM,Memphis,TN,Memphis TN-MS-AR,Memphis Intl,-89.97667,35.04242,1,32820.0,1
MFE,Mc Allen,TX,McAllen-Edinburg-Mission TX,Mc Allen Miller Intl,-98.23861,26.175829999999998,1,32580.0,1
MFR,Medford,OR,Medford OR,Rogue Valley International - Medford,-122.8735,42.37423,1,32780.0,1
MGM,Montgomery,AL,Montgomery AL,Montgomery Regional (Dannelly Field),-86.39398,32.30064,1,33860.0,1
MGW,Morgantown,WV,Morgantown WV,Morgantown Muni-Walter L Bill Hart Field,-79.91631,39.64291,1,34060.0,1
MHK,Manhattan,KS,Manhattan KS,Manhattan Regional,-96.67083000000001,39.14097,1,31740.0,1
MHT,Manchester,NH,Manchester-Nashua NH,Manchester Boston Regional,-71.43706,42.93452,1,31700.0,1
MIA,Miami,FL,Miami-Fort Lauderdale-West Palm Beach FL,Miami Intl,-80.29056,25.79325,1,33100.0,1
MKE,Milwaukee,WI,Milwaukee-Waukesha-West Allis WI,General Mitchell Intl,-87.89658,42.94722,1,33340.0,1
MKG,Muskegon,MI,Muskegon MI,Muskegon County,-86.23822,43.16949,1,34740.0,1
MKK,Kaunakakai,HI,Kahului-Wailuku-Lahaina HI,Molokai,-157.09626,21.15289,1,27980.0,1
MKL,Jackson,TN,Jackson TN,Mc Kellar-Sipes Regl,-88.91561999999999,35.59988,1,27180.0,1
MLB,Melbourne,FL,Palm Bay-Melbourne-Titusville FL,Melbourne Intl,-80.64526,28.10275,1,37340.0,1
MLI,Moline,IL,Davenport-Moline-Rock Island IA-IL,Quad City Intl,-90.50754,41.44853,1,19340.0,1
MLL,Marshall,AK,,Marshall,-162.06905,61.865919999999996,1,,0
MLS,Miles City,MT,,Frank Wiley Field,-105.88625,46.42797,1,,0
MLU,Monroe,LA,Monroe LA,Monroe Regional,-92.03769,32.510870000000004,1,33740.0,1
MLY,Manley Hot Springs,AK,,Manley Hot Springs,-150.64413000000002,64.99756,1,,0
MNT,Minto,AK,,Minto /New/,-149.36996000000002,65.14371,1,,0
MOB,Mobile,AL,Mobile AL,Mobile Regional,-88.24283,30.69142,1,33660.0,1
MOD,Modesto,CA,Modesto CA,Modesto City-County Harry Sham,-120.95442,37.625820000000004,1,33700.0,1
MOT,Minot,ND,Minot ND,Minot Intl,-101.28033,48.25938,1,33500.0,2
MOU,Mountain Village,AK,,Mountain Village,-163.68206,62.09536,1,,0
MPB,Miami,FL,Miami-Fort Lauderdale-West Palm Beach FL,Watson Island International (Miami SPB) Airport,-80.17028,25.77833,1,33100.0,1
MQT,Marquette (Gwinn),MI,Marquette MI,Sawyer International,-87.39583,46.353609999999996,1,32100.0,2
MRY,Monterey,CA,Salinas CA,Monterey Peninsula,-121.84295,36.58698,1,41500.0,1
MSL,Muscle Shoals,AL,Florence-Muscle Shoals AL,Nw Alabama Regional,-87.61023,34.74532,1,22520.0,1
MSN,Madison,WI,Madison WI,Dane County Regional,-89.33751,43.13986,1,31540.0,1
MSO,Missoula,MT,Missoula MT,Missoula International,-114.09056000000001,46.916309999999996,1,33540.0,1
MSP,St Paul,MN,Minneapolis-St. Paul-Bloomington MN-WI,Minneapolis-St Paul Intl/Wold-Chamberlain/,-93.21692,44.88055,1,33460.0,1
MSS,Massena,NY,Ogdensburg-Massena NY,Massena Intl-Richards Field,-74.84555999999999,44.935829999999996,1,36300.0,2
MSY,New Orleans (Kenner),LA,New Orleans-Metairie LA,Louis Armstrong New Orleans Intl,-90.25803,29.99339,1,35380.0,1
MTJ,Montrose,CO,Montrose CO,Montrose Regional,-107.89383000000001,38.50887,1,33940.0,2
MTM,Metlakatla,AK,,Metlakatla,-131.57807,55.13105,1,,0
MUE,Kamuela,HI,Hilo HI,Waimea-Kohala,-155.66811,20.00133,1,25900.0,2
MVY,Vineyard Haven,MA,Vineyard Haven MA,Marthas Vineyard,-70.61433000000001,41.393029999999996,1,47240.0,2
MWA,Marion,IL,Carbondale-Marion IL,Williamson County Reg,-89.0116,37.75314,1,16060.0,1
MYL,McCall,ID,,McCall Muni Airport,-116.10128999999999,44.8897,1,,0
MYR,Myrtle Beach,SC,Myrtle Beach-Conway-North Myrtle Beach SC-NC,Myrtle Beach Intl,-78.92833,33.67975,1,34820.0,1
MYU,Mekoryuk,AK,,Mekoryuk,-166.27061,60.37141999999999,1,,0
NIB,Nikolai,AK,,Nikolai,-154.36396000000002,63.01745,1,,0
NKI,Naukiti,AK,,Naukiti Airport,-133.18333,55.85556,1,,0
NKV,Tuxekan Island,AK,,Nichin Cove SPB,-133.22783,55.84964,1,,0
NLG,Nelson Lagoon,AK,,Nelson Lagoon,-161.16037,56.007540000000006,1,,0
NME,Nightmute,AK,,Nightmute,-164.68563999999998,60.470330000000004,1,,0
NNL,Nondalton,AK,,Nondalton,-154.83917,59.979119999999995,1,,0
NUI,Nuiqsut,AK,,Nuiqsut,-151.00556,70.20995,1,,0
NUL,Nulato,AK,,Nulato,-158.07422,64.72931,1,,0
NUP,Nunapitchuk,AK,,Nunapitchuk,-162.43912,60.90583,1,,0
OAJ,Jacksonville (Richlands),NC,Jacksonville NC,Albert J Ellis,-77.61214,34.829159999999995,1,27340.0,1
OAK,Oakland,CA,San Francisco-Oakland-Hayward CA,Metropolitan Oakland,-122.22072,37.72129,1,41860.0,1
OBU,Kobuk,AK,,Kobuk,-156.86106,66.90916999999999,1,,0
ODW,Oak Harbor,WA,Oak Harbor WA,Wes Lupien Oak Harbor,-122.6735,48.251490000000004,1,36020.0,2
OGG,Kahului,HI,Kahului-Wailuku-Lahaina HI,Kahului,-156.43046,20.89865,1,27980.0,1
OGS,Ogdensburg,NY,Ogdensburg-Massena NY,Ogdensburg Intl,-75.4655,44.68186,1,36300.0,2
OKC,Oklahoma City,OK,Oklahoma City OK,Will Rogers World,-97.60073,35.39309,1,36420.0,1
OLF,Wolf Point,MT,,L M Clayton,-105.57505,48.09452,1,,0
OLH,Old Harbor,AK,,Old Harbor,-153.26975,57.2181,1,,0
OMA,Omaha,NE,Omaha-Council Bluffs NE-IA,Eppley Airfield,-95.89366,41.30219,1,36540.0,1
OME,Nome,AK,,Nome,-165.44525,64.5122,1,,0
ONT,Ontario,CA,Riverside-San Bernardino-Ontario CA,Ontario Intl,-117.60118999999999,34.056,1,40140.0,1
OOK,Toksook Bay,AK,,Toksook Bay,-165.11369,60.53355,1,,0
ORD,Chicago,IL,Chicago-Naperville-Elgin IL-IN-WI,Chicago Ohare Intl,-87.90446999999999,41.97958,1,16980.0,1
ORF,Norfolk,VA,Virginia Beach-Norfolk-Newport News VA-NC,Norfolk Intl,-76.20121999999999,36.89461,1,47260.0,1
ORH,Worcester,MA,Worcester MA-CT,Worcester Regional,-71.87571,42.267340000000004,1,49340.0,1
ORI,Port Lions,AK,,Port Lions,-152.8461,57.885380000000005,1,,0
ORT,Northway,AK,,Northway,-141.92914,62.961330000000004,1,,0
ORV,Noorvik,AK,,Robert /Bob/ Curtis Meml,-161.02778999999998,66.82853,1,,0
OTH,North Bend,OR,Coos Bay OR,Southwest Oregon Regional,-124.24603,43.41714,1,18300.0,2
OTS,Anacortes,WA,Mount Vernon-Anacortes WA,Anacortes,-122.6624,48.49899,1,34580.0,1
OTZ,Kotzebue,AK,,Ralph Wien Memorial,-162.59855,66.88468,1,,0
OWB,Owensboro,KY,Owensboro KY,Owensboro-Daviess County Regl,-87.16683,37.740109999999994,1,36980.0,1
OXR,Oxnard,CA,Oxnard-Thousand Oaks-Ventura CA,Oxnard,-119.20721999999999,34.2008,1,37100.0,1
