"AIRPORT_CODE","CITY","STATE","METRO_AREA","FACILITY_NAME","LONGITUDE","LATITUDE","AIR_SERVICE","CBSA_CODE","CBSA_TYPE",
"","Tacoma","WA","Seattle-Tacoma-Bellevue WA","Amtrak Station",-122.418470,47.241830,0,42660,1,
"","Ruston","WA","Seattle-Tacoma-Bellevue WA","Point Defiance Ferry Terminal",-122.512910,47.305710,0,42660,1,
"","Tacoma","WA","Seattle-Tacoma-Bellevue WA","Convention Center Station",-122.438500,47.249200,0,42660,1,
"","Tacoma","WA","Seattle-Tacoma-Bellevue WA","Union Station",-122.436800,47.245200,0,42660,1,
"","Tacoma","WA","Seattle-Tacoma-Bellevue WA","Theater District Station",-122.440000,47.256300,0,42660,1,
"","Tacoma","WA","Seattle-Tacoma-Bellevue WA","South 25th Station",-122.433900,47.239200,0,42660,1,
"","Steilacoom","WA","Seattle-Tacoma-Bellevue WA","Steilacoom Landing Facility",-122.601510,47.172680,0,42660,1,
"","Steilacoom","WA","Seattle-Tacoma-Bellevue WA","Ketron Island",-122.629420,47.159180,0,42660,1,
"","Sequim","WA","Port Angeles WA","",-123.106895,48.079660,0,38820,2,
"","Sequim","WA","Port Angeles WA","Tarcissios Italian Restaurant",-123.117200,48.079700,0,38820,2,
"","Puyallup","WA","Seattle-Tacoma-Bellevue WA","Puyallup Station",-122.295500,47.192700,0,42660,1,
"","Discovery Bay","WA","","Fat Smittys Restaurant",-122.886800,47.987800,3,,0,
"","Port Townsend","WA","","",-122.788500,48.118990,3,,0,
"","Port Townsend","WA","","Haines St park and ride",-122.781381,48.108792,3,,0,
"","Port Townsend","WA","","Port Townsend Ferry Terminal",-122.752750,48.115080,3,,0,
"","Southworth","WA","Bremerton-Silverdale WA","Southworth Terminal",-122.500560,47.512220,3,14740,1,
"","Port Orchard","WA","Bremerton-Silverdale WA","Port Orchard Ferry Terminal",-122.634550,47.542510,3,14740,1,
"","Annapolis","WA","Bremerton-Silverdale WA","Annapolis Ferry Dock",-122.619440,47.547780,3,14740,1,
"","Port Angeles","WA","Port Angeles WA","Olympic Bus Line",-123.433000,48.119900,0,38820,2,
"","Port Angeles","WA","Port Angeles WA","Port Angeles Ferry Terminal",-123.429180,48.121190,0,38820,2,
"","Sumner","WA","Seattle-Tacoma-Bellevue WA","Sumner Station",-122.244650,47.201200,0,42660,1,
"","Kingston","WA","Bremerton-Silverdale WA","",-122.522120,47.853590,3,14740,1,
"","Kingston","WA","Bremerton-Silverdale WA","Kingston Ferry Terminal",-122.497600,47.797900,3,14740,1,
"","Kingston","WA","Bremerton-Silverdale WA","Kingston Ferry Terminal",-122.496940,47.798890,3,14740,1,
"","Bremerton","WA","Bremerton-Silverdale WA","Bremerton Transportation Center",-122.625310,47.564250,3,14740,1,
"","Anderson Island","WA","Seattle-Tacoma-Bellevue WA","Anderson Island",-122.676780,47.178260,0,42660,1,
"","Stanwood","WA","Seattle-Tacoma-Bellevue WA","Amtrak Station",-122.348820,48.241500,0,42660,1,
"","Skykomish","WA","Seattle-Tacoma-Bellevue WA","",-121.306230,47.704180,0,42660,1,
"","Skykomish","WA","Seattle-Tacoma-Bellevue WA","Chevron - Eastbound",-121.361000,47.711500,0,42660,1,
"","Skykomish","WA","","Sky Chalet - Westbound",-94.780000,47.395700,3,,0,
"","Shaw","WA","","Shaw Island Terminal",-122.928230,48.584660,3,,0,
"","Mukilteo","WA","Seattle-Tacoma-Bellevue WA","Mukilteo Station",-122.302100,47.948210,0,42660,1,
"","Mukilteo","WA","Seattle-Tacoma-Bellevue WA","Mukilteo Terminal",-122.304440,47.949040,0,42660,1,
"","Mount Vernon","WA","Mount Vernon-Anacortes WA","Bay Bus Ticketing Inc",-122.335000,48.417800,0,34580,1,
"","Mount Vernon","WA","Mount Vernon-Anacortes WA","Skagit Station",-122.329190,48.436850,0,34580,1,
"","Monroe","WA","Seattle-Tacoma-Bellevue WA","Westbound in front of Red Barn; Eastbound in back of Grocery",-121.964000,47.858000,0,42660,1,
"","Lopez Island","WA","","Lopez Island Ferry Terminal",-122.882110,48.570940,0,,0,
"","Hat Island","WA","Seattle-Tacoma-Bellevue WA","Hat Island Marina",-122.322490,48.020150,0,42660,1,
"","Friday Harbor","WA","","Friday Harbor Terminal",-123.015830,48.534440,0,,0,
"","Friday Harbor","WA","","Friday Harbor Terminal",-123.014500,48.535179,0,,0,
"","Friday Harbor","WA","","Friday Harbor Terminal",-123.015830,48.534440,0,,0,
"","Eastsound","WA","","Orcas Island Ferry Terminal",-122.943340,48.598060,0,,0,
"","Coupeville","WA","Oak Harbor WA","Keystone Ferry Terminal",-122.671180,48.159680,0,36020,2,
"","Clinton","WA","Oak Harbor WA","Clinton Ferry Terminal",-122.354450,47.978610,0,36020,2,
"","Bellingham","WA","Bellingham WA","",-122.491670,48.794950,0,13380,1,
"","Bellingham","WA","Bellingham WA","Greyhound Bus Station",-122.511000,48.720100,0,13380,1,
"","Bellingham","WA","Bellingham WA","Alaska Ferry Terminal",-122.511480,48.720750,0,13380,1,
"","Bellingham","WA","Bellingham WA","Fairhaven Transportation Center",-122.509890,48.720490,0,13380,1,
"","Anacortes","WA","Mount Vernon-Anacortes WA","Washington State Ferries Terminal",-122.676810,48.506740,0,34580,1,
"","Anacortes","WA","Mount Vernon-Anacortes WA","Guemes Island Ferry Landing",-122.622180,48.518160,0,34580,1,
"","Guemes","WA","Mount Vernon-Anacortes WA","Ferry Dock",-122.623610,48.530280,0,34580,1,
"","Everett","WA","Seattle-Tacoma-Bellevue WA","Everett Station",-122.215620,47.979280,0,42660,1,
"","Everett","WA","Seattle-Tacoma-Bellevue WA","Amtrak/Greyhound",-122.199000,47.976000,0,42660,1,
"","Everett","WA","Seattle-Tacoma-Bellevue WA","Everett Public Boat Launch",-122.223100,48.004280,0,42660,1,
"","Everett","WA","Seattle-Tacoma-Bellevue WA","Everett Station",-122.215620,47.979280,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","",-122.306263,47.649951,0,42660,1,
"","Tukwila","WA","Seattle-Tacoma-Bellevue WA","Sounder/Amtrak Station",-122.240060,47.461150,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","SeaTac/Airport",-122.296400,47.445200,1,42660,1,
"","Tukwila","WA","Seattle-Tacoma-Bellevue WA","Tukwila International Blvd",-122.287100,47.465000,0,42660,1,
"","Tukwila","WA","Seattle-Tacoma-Bellevue WA","Sounder/Amtrak Station",-122.240060,47.461150,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Seattle-Tacoma Intl",-122.309310,47.448980,1,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Beacon Hill",-122.311600,47.578600,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Mount Baker",-122.297800,47.576800,0,42660,1,
"","Fauntleroy","WA","Seattle-Tacoma-Bellevue WA","Fauntleroy Ferry Terminal",-122.391660,47.523330,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","",-122.326594,47.591549,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Stadium",-122.327400,47.592400,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","SODO",-122.327500,47.579800,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","",-122.320776,47.618639,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Westlake (Southbound) & 7th",-122.337800,47.615200,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Westlake & 9th",-122.338400,47.618000,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Westlake (Northbound) & 7th",-122.337800,47.615200,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Westlake & Denny",-122.338500,47.618500,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Victoria Clipper Terminal (Pier 69)",-122.341280,47.605670,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Othello",-122.281500,47.538300,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Rainier Beach",-122.279400,47.521600,0,42660,1,
"","Bainbridge Island","WA","Bremerton-Silverdale WA","Bainbridge Island Ferry Terminal",-122.508580,47.622700,3,14740,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","",-122.347376,47.620878,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","",-122.339408,47.624769,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Terry & Thomas",-122.337200,47.620800,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Lake Union Park",-122.337200,47.625800,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Terry & Mercer",-122.337200,47.624500,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Westlake & Mercer",-122.338400,47.624500,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Westlake & Thomas",-122.338500,47.620900,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Fairview & Campus Drive (Hutchinson Cancer Research Center s",-122.332300,47.627700,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Columbia City",-122.292000,47.559100,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","",-122.313333,47.658287,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","",-122.327670,47.598354,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","12th Ave & E Yesler Way",-122.316923,47.602103,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","1st Ave & Marion St",-122.335800,47.604058,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Seattle Aquarium / Alaskan Way S & Elliott Bay Trail",-122.341808,47.607660,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Pier 69 / Alaskan Way & Clay St",-122.354187,47.614376,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","UW Magnuson Health Sciences Center Rotunda / Columbia Rd & S",-122.311188,47.650725,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","UW Intramural Activities Building",-122.302162,47.653713,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","UW Engineering Library / E Stevens Way NE & Jefferson Rd",-122.304863,47.654613,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","15th Ave NE & NE 40th St",-122.311890,47.655590,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Burke Museum / E Stevens Way NE & Memorial Way NE",-122.310402,47.659756,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","NE 47th St & 12th Ave NE",-122.315086,47.663143,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","12th Ave & NE Campus Pkwy",-122.315620,47.656395,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Burke-Gilman Trail / NE Blakeley St & 24th Ave NE",-122.301491,47.666145,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Key Arena / 1st Ave N & Harrison St",-122.355230,47.622277,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Lake Union Park / Valley St & Boren Ave N",-122.335831,47.626041,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Westlake Ave & 6th Ave",-122.337341,47.613628,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","PATH / 9th Ave & Westlake Ave",-122.338913,47.618320,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Republican St & Westlake Ave N",-122.338203,47.623165,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Dexter Ave N & Aloha St",-122.342232,47.627735,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","REI / Yale Ave N & John St",-122.330304,47.619859,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Occidental Park / Occidental Ave S & S Washington St",-122.332946,47.600757,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","King Street Station Plaza / 2nd Ave Extension S & S Jackson",-122.329684,47.598994,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","6th Ave S & S King St",-122.326412,47.598488,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Seattle University / E Columbia St & 12th Ave",-122.316651,47.609239,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Eastlake Ave E & E Allison St",-122.322983,47.649090,2,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","E Blaine St & Fairview Ave E",-122.326634,47.634831,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Fred Hutchinson Cancer Research Center / Fairview Ave N & Wa",-122.332576,47.627643,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Children's Hospital / Sandpoint Way NE & 40th Ave NE",-122.284119,47.663509,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","9th Ave N & Mercer St",-122.339566,47.624403,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","12th Ave & E Mercer St",-122.316811,47.624142,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Bellevue Ave & E Pine St",-122.326729,47.615456,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Harvard Ave & E Pine St",-122.322083,47.615517,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Cal Anderson Park / 11th Ave & Pine St",-122.318245,47.615486,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","E Pine St & 16th Ave",-122.311752,47.615330,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","12th Ave & E Denny Way",-122.317017,47.618549,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","15th Ave E & E Thomas St",-122.312805,47.620712,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Summit Ave E & E Republican St",-122.325279,47.623367,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","E Harrison St & Broadway Ave E",-122.321251,47.622063,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Summit Ave & E Denny Way",-122.325249,47.618633,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","2nd Ave & Spring St",-122.335768,47.605950,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Pine St & 9th Ave",-122.331777,47.613715,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","City Hall / 4th Ave & James St",-122.330409,47.603509,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","7th Ave & Union St",-122.332447,47.610731,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","2nd Ave & Blanchard St",-122.344208,47.613110,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","6th Ave & Blanchard St",-122.341102,47.616094,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","2nd Ave & Vine St",-122.348564,47.615829,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","3rd Ave & Broad St",-122.350964,47.618418,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Pioneer Square",-122.331400,47.602700,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","International District/Chinatown",-122.327700,47.599200,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","King Street Station",-122.330000,47.599100,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Seattle Ferry Terminal (Pier 52)",-122.338030,47.602040,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","King Street Station",-122.328430,47.598910,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","King Street Station",-122.328430,47.598910,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","",-122.335596,47.609221,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","",-122.333815,47.616260,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","",-122.339640,47.610184,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","University Street",-122.335300,47.607000,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Westlake",-122.337700,47.611200,0,42660,1,
"","Seattle","WA","Seattle-Tacoma-Bellevue WA","Westlake Hub (Pacific Place station)",-122.337700,47.611200,0,42660,1,
"","Vashon","WA","Seattle-Tacoma-Bellevue WA","Vashon Ferry",-122.458610,47.507130,0,42660,1,
"","Tahlequah","WA","Seattle-Tacoma-Bellevue WA","Tahlequah Ferry Terminal",-122.506110,47.332780,0,42660,1,
"","Kent","WA","Seattle-Tacoma-Bellevue WA","Kent Station",-122.233040,47.384060,0,42660,1,
"","Edmonds","WA","Seattle-Tacoma-Bellevue WA","",-122.377174,47.809715,0,42660,1,
"","Edmonds","WA","Seattle-Tacoma-Bellevue WA","Edmonds Intermodal Station",-122.383070,47.811300,0,42660,1,
"","Edmonds","WA","Seattle-Tacoma-Bellevue WA","Edmonds Ferry Terminal",-122.376110,47.810830,0,42660,1,
"","Edmonds","WA","Seattle-Tacoma-Bellevue WA","Edmonds Intermodal Station",-122.383070,47.811300,0,42660,1,
"","Auburn","WA","Seattle-Tacoma-Bellevue WA","Auburn Station",-122.232000,47.305240,0,42660,1,
"","Ephrata","WA","Moses Lake WA","Ephrata Intermodal Center",-119.548640,47.320590,3,34180,2,
"","Pasco","WA","Walla Walla WA","",-119.013534,46.198051,0,47460,1,
"","Wallingford","VT","Rutland VT","Cumberland Farms",-72.976830,43.476162,0,40860,2,
"","Middlebury","VT","Hartford-West Hartford-East Hartford CT","",-72.249523,41.808431,0,25540,1,
"","Killington","VT","Rutland VT","Inn at Long Trail Crossing",-72.833097,43.664104,0,40860,2,
"","Killington","VT","Rutland VT","Chamber of Commerce",-72.804267,43.668446,0,40860,2,
"","Castleton","VT","Rutland VT","Castleton Depot",-73.171280,43.613460,0,40860,2,
"","Manchester","VT","Bennington VT","Zoeys Double Hex Restaurant",-73.028227,43.173882,3,13540,2,
"","Brandon","VT","Rutland VT","",-73.080925,43.795216,0,40860,2,
"","Rutland","VT","Rutland VT","Marble Valley Regional Transportation Center",-72.977740,43.608097,0,40860,2,
"","Mendon","VT","Rutland VT","Park and ride",-72.928387,43.647438,0,40860,2,
"","Rutland","VT","Rutland VT","Amtrak Station",-72.982250,43.607260,0,40860,2,
"","Waterbury","VT","Barre VT","Amtrak Station",-72.752470,44.335070,3,12740,2,
"","Montpelier","VT","Barre VT","Dog River Park and Ride exit 8 of I-89",-72.594897,44.255096,3,12740,2,
"","Montpelier","VT","Barre VT","Bafitos",-72.577000,44.258600,3,12740,2,
"","Montpelier","VT","Barre VT","Amtrak Station",-72.608680,44.257360,3,12740,2,
"","St Albans","VT","Burlington-South Burlington VT","Amtrak Station",-73.086410,44.810950,0,15540,1,
"","Highgate","VT","Burlington-South Burlington VT","",-73.025540,44.959750,0,15540,1,
"","Essex Junction","VT","Burlington-South Burlington VT","Amtrak Station",-73.110450,44.492570,0,15540,1,
"","South Burlington","VT","Burlington-South Burlington VT","Burlington International Airport",-73.153300,44.471900,1,15540,1,
"","Burlington","VT","Burlington-South Burlington VT","North end of University Place near the intersection with Col",-73.189980,44.483387,0,15540,1,
"","Burlington","VT","Burlington-South Burlington VT","King Street Dock",-73.221770,44.476620,0,15540,1,
"","Brattleboro","VT","","Shell Gas Station",-72.557000,42.884700,3,,0,
"","Brattleboro","VT","","",-72.560844,42.850380,3,,0,
"","Brattleboro","VT","","Amtrak Station",-72.550350,42.838700,3,,0,
"","Bennington","VT","Bennington VT","",-73.193184,42.879090,3,13540,2,
"","Bellows Falls","VT","","Amtrak Station",-72.445000,43.135700,3,,0,
"","Bellows Falls","VT","","Amtrak Station",-72.445450,43.135830,3,,0,
"","Woodstock","VT","Claremont-Lebanon NH-VT","Town Parking lot",-72.509779,43.626738,0,17200,2,
"","Windsor","VT","Claremont-Lebanon NH-VT","Amtrak Station",-72.385450,43.480440,0,17200,2,
"","Randolph","VT","Claremont-Lebanon NH-VT","Amtrak Station",-72.665850,43.922850,0,17200,2,
"","Quechee","VT","Claremont-Lebanon NH-VT","Jiffy Mart",-72.418426,43.642692,0,17200,2,
"","Bridgewater","VT","Claremont-Lebanon NH-VT","Olson Bridgewater Store",-72.656159,43.588025,0,17200,2,
"","White River","VT","Claremont-Lebanon NH-VT","Greyhound Station",-72.335000,43.646800,0,17200,2,
"","White River Junction","VT","Claremont-Lebanon NH-VT","Amtrak Station",-72.317950,43.648560,0,17200,2,
"","Danville","VA","Danville VA","Amtrak Station",-79.384320,36.583700,3,19260,2,
"","Lynchburg","VA","Lynchburg VA","Greyhound Bus Station",-79.157000,37.406800,0,31340,1,
"","Lynchburg","VA","Lynchburg VA","Kemper Street Station",-79.157460,37.407020,0,31340,1,
"","Clifton Forge","VA","","Amtrak Station",-79.836490,37.811770,3,,0,
"","Staunton","VA","Staunton-Waynesboro VA","Amtrak Station",-79.072720,38.147780,0,44420,1,
"","Wytheville","VA","","McDonalds",-80.949100,36.947500,3,,0,
"","Marion","VA","","",-81.507000,36.837700,3,,0,
"","Christiansburg","VA","Blacksburg-Christiansburg-Radford VA","Curbside bus stop in front of Falling Branch Park & Ride",-80.370400,37.126900,3,13980,1,
"","Blacksburg","VA","Blacksburg-Christiansburg-Radford VA","VA Tech Squires Student Center",-80.418336,37.230049,3,13980,1,
"","Roanoke","VA","Roanoke VA","",-79.957227,37.358266,0,40220,1,
"","Roanoke","VA","Roanoke VA","Civic Center Parking Lot",-79.936244,37.279915,0,40220,1,
"","Roanoke","VA","Roanoke VA","",-79.941000,37.272100,0,40220,1,
"","South Hill","VA","","",-78.119190,36.720712,3,,0,
"","South Hill","VA","","",-78.114000,36.713900,3,,0,
"","Colonial Heights","VA","Richmond VA","",-77.411355,37.258917,0,40060,1,
"","Petersburg","VA","Richmond VA","",-77.404800,37.227500,0,40060,1,
"","Petersburg","VA","Richmond VA","Ettrick Station",-77.428970,37.241620,0,40060,1,
"","Portsmouth","VA","Virginia Beach-Norfolk-Newport News VA-NC","High Street Landing",-76.297060,36.834560,0,47260,1,
"","Newport News","VA","Virginia Beach-Norfolk-Newport News VA-NC","",-76.465600,37.118761,0,47260,1,
"","Newport News","VA","Virginia Beach-Norfolk-Newport News VA-NC","",-76.351816,37.043486,0,47260,1,
